,tweets_original,tweets_translater_unicamp,tweets_translater_face
452,"O #ProgramaDoRatinho terminou, fiquem agora com o filme #JogosLetais 🎬💀😱🔥 no #CineEspetacular, em seguida tem #TheNoite no .","The #ProgramaDoRatinho has ended, stay now with the fil","The #ProgramDoRatinho is over, stay now with the movie #GamesLetais <unk>🔥 on #CineEspetacular, then have #TheNoite on."
453,Namaria queimou o dedo ao vivo? Foi isso mesmo que eu vi? KKKKKKKKK #MaisVoce,It was this really that I saw? KKKKKK,Namaria burned his finger alive? it was exactly what I saw?
454,Que coisa mais linda essa criança!!!!!!! #AltasHoras,What is more beautiful this child!!!!!!! #T,What’s more beautiful this child!!!
455,"Ei Bial...vai tomar no cu!!
Florzinha baba ovo do fRamenfRaude!!!
Para de ko!!!
Rede Globo parcial #ConversaComBial","I'll take in the cu!! Florzinha baba ovo do fRamen""","I'm not sure if you're going to get a lot of money, I'm not sure if you're going to get a lot of money, I'm not sure if you're going to get a lot of money."
456,"""Unico lugar que a mulher tem liberdade sexual é na cadeia!"" que foda... #ConversaComBial",#ConversationCombined,"""The only place that a woman has sexual freedom is in jail!"" that foda... #ConversaComBial"
457,#TheNoite  adorei o programa de hoje apesar de estar apenas ouvindo.Adoro a personagem Nina da Praça é nossa.,I love the character Nina da Praça is ours. I love the,#TheNoite I loved the program of today despite being just listening.I love the character Nina of the Square is our.
458,"Não sei o q odeio mais, Miriam ou comercial #MasterChefBR","I don't know what I hate most, I wonder""","I don't know what I hate more, Miriam or commercial #MasterChefBR"
459,Acabei de vê a  no #AltasHoras 😍,I have just seen the #AltasHours  #Altas,I’ve just seen it on #HighHoras.
460,"a falha da produção do #MaisVoce acaba expondo  como se ela fosse mal educada. Não, gente, Taís foi HONESTA e sincera","No, people, Taís was HONESTA and sincere and","The failure of the #MaisVoce production ends up exposing it as if it was badly educated. No, people, Taiz was Honest and sincere"
461,Alguém tira a Miriam deste programa #MasterChefBR,Someone takes the Myriam from this program #MasterChefBR,Someone takes Miriam from this #MasterChefBR program
462,Enquanto uma chora pela saída do Vitor a outra chora por ela mesma. É a vida né #MasterChefBR,"It's life, right? #MasterChefBR""","While one is crying for the exit of Vitor, the other is crying for herself. #MasterChefBR"
463,"Tu és um covarde que passa a bola pros outros e que sobrecarrega a mulher só isso 
mulher nenhuma nasceu sabendo tudo também
#Encontro","You are a coward, who passes the ball to others and",You are a coward who passes the ball for others and who overloads the woman only that woman none was born knowing everything too.
464,"Teve sardinha, dente, mini infarto,cenoura (?),  de brinquinho,Jacquin quase chorando e o rapazinho eliminado #MasterchefBR 👏","She had sardine, tooth, mini-myocardial infarction,","He had sardine, tooth, mini heart attack,storm (?), toys,Jacquin almost crying and the boy removed #MasterchefBR"
465,"#Edecasa Depois de pegar no cachorro Andrè Marques lava as mãos na pia da cozinha! caraca, que porquinho!!!!!!!","After getting the dog Andrè Marques, washes the hands","After getting into the dog Andrè Marques washes his hands in the kitchen square! carcass, what dwarf!!!"
466,Tenho que acordar 5:30 da manhã e aqui ainda estou acordado chorando pelo #masterchefbr,I have to wake up 5:30 a.m. and here I a,I have to wake up at 5:30 am and here I am still awake crying for #masterchefbr
467,"- Quantos clipes? 
- Um monte
- Quantos? 
- uns 7 ou 8. 
.
.
.
#altashoras",#high-hours,- How many clips? - A lot - How many? - about 7 or 8... #altashoras
468,Eu fico só a Taís Araújo quando pedem pizza de brócolis #maisvoce,"I'm only Taís Araújo when they ask for brócolis""",I'm only in Taís Araújo when they ask for broccoli pizza #maisvoce
469,Tô aqui assistindo #MasterChefBR e sofrendo de tanta fome,I am here watching #MasterChefBR and suffering from,You are here watching #MasterChefBR and suffering so much hunger
470,"Um date pra casa, comendo confort food, entre dois jobs, muito top #MasterChefBR","One date to home, eating comfort food, two jobs","A date for home, eating comfort food, between two jobs, very top #MasterChefBR"
471,Finalmente a Taise pode usar tapioca hahahahah  #MasterChefBR,"Finally, Taise can use tapioca hahahahahah #Ma","Finally, Taise can use tapioca hahahahah #MasterChefBR"
472,A RISADA DE PORQUINHO SCRRRR VIVIANNE #VideoShowAoVivo,The RISADA OF PORQUINHO SCRRRR VI,The laughter of why SCRRR VIVIANNE #VideoShowAoLive
473,Quero perguntar pra Laura Miller se cair esperma no olho a pessoa corre risco de ficar cega???? #AltasHoras #LauraMuller #lauramilller,#TextsHoras #LauraMuller #lauramilller,I want to ask Laura Miller if sperm falls in the eye the person is at risk of becoming blind???? #AltasHoras #LauraMuller #lauramilller
474,"Terça (16), os infantis e Talk Show do SBT marcaram:

#MundoDisney 4.2
#BomDiaECia 5.9
#ClubeDoChaves 6.3
#TheNoite com  3.9",The children and Talk Show from SBT marked: #MundoDisney,"Third (16), the SBT’s children and Talk Show marked: #MundoDisney 4.2 #BomDiaECia 5.9 #ClubeDoChaves 6.3 #TheNoite with 3.9"
475,pensa em uma dor no coração quando o Vitor cortou o dedo 💔🔪 #MasterChefBr, #MasterChefBr,Think of a pain in the heart when the Vitor cut his finger #MasterChefBr
476,"Quando crescer quero ser igual a geysa , é pedir muito? #VideoShowAoVivo ? ?","When I grow I want to be like geysa , is to","When growing I want to be the same as geysa, is it asking a lot? #VideoShowAoVivo?"
477,#EDeCasa passa alguma coisa legal,#EDeCasa passes something legal #EDeCasa passes something,#EdeCasa happens something legal
478,"NÃO MANDE NUDE  hahushuahsuahush aham
#Encontro",NON MANDE NUDE hahushuahsuahush aham #,Do not send naked hahushuahsuahush aham
479,#MaisVoce  bom dia,#MoreYour good day,#Good day
480,"É inevitável eu não fazer um lanchinho depois do #MasterChefBR
Até tento, mas não dá...","I don't have a snack after #MasterChe""","It’s inevitable I don’t make a slurry after the #MasterChefBR I’m trying, but I can’t..."
481,#videoshowaovivo Otaviano Costa parece perdido ao falar de Nelson Xavier!🙄,#videoshowaovivo Otaviano Costa seems lost when he talks,#videoshowaovivo Otaviano Costa seems lost when talking about Nelson Xavier!
482,318 temporadas e os participantes ainda não sabem ver quando a Paola gostou do prato. #MasterChefBR,#MasterChefBR,318 seasons and participants don't know when Paola liked the dish. #MasterChefBR
483,vitor b meu crush e fav da temporada  #MasterChefBR,#MasterChefBR,Vitor b my crush and fav of season #MasterChefBR
484,"Não decepciona #EquipeAzul eu acredito! 
Melhor equipe já formada
#MasterChefBR",Better team already trained #MasterChefBR,Don't disappoint #EquipeBlue I believe! Best team ever formed #MasterChefBR
485,#MaisVoce essa Michele tá precisando carregar um vibrador na bolsa. Que #mimimi do carai!,What #mimimimi do carai!,It’s important to note that you’re going to get a lot of money and you’re going to get a lot of money and you’re going to get a lot of money and you’re going to get a lot of money.
486," no #AltasHoras! E eu, fã, de olhos arregalados e ouvidos bem atentos!!","And I, a fan, with eyes bulging and ears ver","And I, the fan, with fine eyes and good ears!!"
487,a cara dela de decepção com o vestido da Germana #VideoShowAoVivo,The face of her decepção with the dress of Germana #VideoShow,Her face of disappointment with German's dress #VideoShowAoVivo
488,Ainda tem É o tchan p completar #AltasHoras,The channel to complete #AltasHours,It's the tchan p complete #AltasHoras
489,"Ei queridinhas, bora parar de reforçar esteriótipos machistas?? Infelizmente vocês só alimentam mais o machismo #ConversaComBial",Unfortunately you only feed more sexism #Conversa,"Eyes, do you stop strengthening male stereotypes? unfortunately you only feed more the machism #ConversaComBial"
490,É O Tchan deveria ser disciplina nas escolas. As novas gerações têm a obrigação de saberem quem é o maior grupo do país! #AltasHoras,The new generations have the obligation to know who is the,The new generations have the duty to know who is the largest group in the country! #AltasHoras
491,O berro do Fogaça sempre assusta a Paola. hahahahahahaha #MasterChefBR,The snake of the water is always a scare for Pa,The scream of the Fugaça always scares Paola. hahahahahahaha #MasterChefBR
492,Não tenho estrutura emocional pra assistir #MasterChefBR,I don’t have emotional structure to watch #Ma,I have no emotional structure to watch #MasterChefBR
493,"Bom, na minha opinião ""negro"" é aquilo que absorve quase totalmente a luz enquanto que o ""preto"" é algo que não reflete a luz. #Encontro","In my opinion, ""black"" is what absorbs al","Well, in my opinion, ""black"" is what almost completely absorbs light while ""black"" is something that doesn't reflect light."
494,"Esse Catra é foda 😂😂😂
#TheNoite",This Catra is food  #TheNoite This Catra is food ,It’s a good thing 😂😂😂 #TheNight
495,#VideoShowAoVivo Kkkk ahhh eu morro com esse Veras dando uma de doido!! Amo esse cara!,I love this guy!,#VideoShowAoLive Kkkk ahhh I die with this Summer giving one crazy!!
496,"Até o Padre Fábio de Melo cantando Trem Bala, no caso, no #ConversaComBial","Even Father Fábio de Melo singing Trem Bala, in this case","Even the Fabius Father of Melo singing Trem Bala, in the case, at #ConversaComBial"
497,"#MaisVocê minha irmã calça 34 e compra sapato em qualquer loja,nunca teve dificuldade em encontrar essa numeracao",Never had difficulty in finding this number of time in,"You my sister shoes 34 and buy shoes in any store, never had difficulty finding that number"
498,Iris tão fofa e linda 😻😻💙 #EDeCasa,Iris so fool and beautiful Iris  #EDeCasa,Iris so foolish and beautiful 🏻 #EDeCasa
499,"#MaisVoce O FGTS não é descontado do funcionário. Se informem. A obrigação é apenas da empresa, que deve recolher.","The obligation is only of the company, which must","#MaisVoce The FGTS is not discounted from the employee. if informed. the obligation is only of the company, which must collect."
