,tweets_original,tweets_translater_unicamp,tweets_translater_face
5127,O bebê da novela Terra Nostra é o Nicolas Prattes #VideoShowAoVivo,#MasterChefBR,The baby of the novel Terra Nostra is Nicolas Prattes #VideoShowAoVivo
5128,Coisa mais linda a interação entre atores e cachorros nos bastidores da novela das 21h. #petLover #VideoShowAoVivo,I missed the present day in #TheNoite that pain ,The most beautiful thing is the interaction between actors and dogs in the backdrop of the novel of 21h. #petLover #VideoShowAoVivo
5129,"Gente é Fatima Bernardes. Kkkkkk
#VideoShowAoVivo",I am your fan of your fan...,People are Fatima Bernardes. Kkkkkk #VideoShowAoVivo
5130,"Consolidados - GLOBO (09/05):

#JornalHoje 12.4
#VídeoShowAoVivo 10.0
#SessãoDaTarde 11.3
#SenhoraDoDestino 16.0",At least my little thing was #MasterChefBR a,This is the most important thing that you can do when you’re going to get to the end of your life.
5131,que entrevista boa essa com o Padre Fábio de Melo. 👏🏽👏🏽👏🏽👏🏽👏🏽 #ConversaComBial,The years go by and they continue to have this kind of,This is a good interview with the Fabian Father of Melo. <unk>🏻<unk>🏻<unk>🏻<unk>🏻 #ConversaComBial
5132,"Consolidados - SBT (15/05):

#TheNoite 3.3
#SBTNotícias I 2.3
#SBTNotícias II 1.5",SANDY beautiful thing of god you amo comes her,Consolidated - SBT (15/05): #TheNoite 3.3 #SBTNews I 2.3 #SBTNews II 1.5
5133,#VideoShowAoVivo aqui em Santos S.P. chamamos de Chup Chup,I love the ☺#ConversationComBial,#VideoShowAoLive here in Santos S.P. we call Chup Chup
5134,"Coloca um 👗 e um 💄 vermelho
😍😍😍   #MaiaraeMaraisaNoBial #ConversaComBial",I believe that before fame I eat bread with egg k,Put a  and a  red 😍😍😍 #MaiaraeMaraisaNoBial #ConversaComBial
5135,O thomas é muito lindo #altashoras,"You start right, sluggish, arrive at the ",Thomas is very beautiful #altashoras
5136,TIREM ESSA MIRIAN JÁ #MasterChefBR,#VideoShowAoVivo CIBELE É FODA ♥️,Take this Mirian already #MasterChefBR
5137,"Nossa  passa o endereço dessas lojas! Pq por 159,00 um look bafo desses! #VideoShowAoVivo","Cara talk seriously, you are too much! #Conversation","We pass the address of these shops! Pq for 159,00 a look bafo of these! #VideoShowAoVivo"
5138,O programa com o Bial é melhor que o do Jô porque ele não tenta ser mais estrela que o convidado #ConversaComBial,I loveooo #VideoShowAoVivo #Video,The program with the Bial is better than the Jo because he doesn’t try to be more star than the guest #ConversaComBial
5139,Como assim o Douglas saiu e a Miriam ficou gente???  Que injustiça #chateada #MasterChefBR,Today who leaves MasterChefBR ?? #MasterChefBR,How so Douglas went out and Miriam became people??? What injustice #chate #MasterChefBR
5140,#VídeoShowAoVivo Otaviano. Oi estou aí aqui,"#Encontro, could not end this program today..","I am here, I am here, I am here, I am here."
5141,Eu não entendi uma coisa. No prato do Fabrizio só tinha o tomate de bom e no da Yuko tava tudo gostoso. Pq ele subiu?  #MasterChefBR,"#MasterChefBR best program definitely is mad, very emo",I didn’t understand one thing. In Fabrizio’s dish only had the good tomato and in Yuko’s it had everything delicious. Pq he went up? #MasterChefBR
5142, perfeito ♡#conversaComBial,"Eyes on #VídeoShowAoVivo , with and!",Perfect ♡#conversaComBial
5143,"Consolidados - GLOBO (08/05):

#BDSP 10.5
#BomDiaBrasil 10.3
#MaisVocê 8.0
#BemEstar 7.5
#Encontro 6.9
#SP1 12.2
#GloboEsporte 12.0",❤ #TheNoite Best Program ❤ #TheNoite,Consolidated - GLOBO (08/05): #BDSP 10.5 #BomDiaBrazil 10.3 #MaisVocê 8.0 #BemEstar 7.5 #Meet 6.9 #SP1 12.2 #GloboSport 12.0
5144,Prefiro a versão do Gui Santiago de ´Sonha Comigo.´ Sem Mais! #VideoShowAoVivo #RockStory,They are now in their next week of a ♥,I prefer the version of Gui Santiago de ́Sonha Comigo. ́ No More! #VideoShowAoVivo #RockStory
5145,Thaís sou eu na vida amava esse filme kkkkkkk meu sonho era dança essa música no meu casamento 😂 #MaisVoce,"I already cry with greys anatomy, my bank acco",Thais I am I in life loved this movie kkkkkkk my dream was dancing that song in my wedding 😂 #MaisVoce
5146,#MaisVoce nos tts. Qual a gafe de hoje?,"Danilo wearing a wine/rose shirt, folded mango",What do you want to do today? - What do you want to do today?
5147,"Acho que tô tomando ranso pelo Bial, depois dessa entrevista com padre Fábio. #ConversaComBial",#ConversationComBial,"I think I’m taking ransom for Bial, after this interview with Fábio. #ConversaComBial"
5148,Achei q o  so ficava acuado assim qnd via aranhas kkkkkkkkkkkkkk #TheNoite,It is funny ne mirian you are almost leaving and the man,I thought q the so was stained so qnd via orange kkkkkkkkkkkk #TheNoite
5149,Gente como assim esse vermelho não ganha?! #MasterChefBr,"Marcelinha Monteiro's matter is two nice in #VideoShowA""",How does this red not win? #MasterChefBr
5150,"""Eu sou o cara que come um dogão depois da balada"" 
 #MasterChefBR",Ana Maria of unicorn in #MaisVoce tombei msmzk,"""I'm the guy who eats a dog after the ballade"" #MasterChefBR"
5151,Perdi o  hoje no #TheNoite que dor 😭😭,I admit calmness and class of sleepiness #MasterChef,I lost the day at the #TheNoite that pain.
5152,#MasterChefBR Fogaça sou sua fã...,"The theme of today is ""people who do not show what",#MasterChefBR Fugaça I am your fan.
5153,pelo menos meu queridinho ficou  #MasterChefBR,Easy to eat.,At least my dear fell #MasterChefBR
5154,Os anos se passam e continuam tendo esse tipo coisa!!!! #Encontro,"I'm drooling I love you on the bench of our video""",The years are passing and continue to have this kind of thing!!!
5155,SANDY coisa linda de deus te amo vem cá canta comigo te amo sim #encontro,Serginho should be very caring for those melorous car,"I love you, I love you, I love you, I love you, I love you"
5156,Adoro o  ☺#ConversaComBial,Sandy is a lot full right right #meeting Sandy is a ,I love ☺#ConversaComBial
5157,#maisvoce  Nesse caso é que essa Garota é HiperMojentinha mesmo..acredito que antes da fama comia pão com ovo kkk,I hope that it will be the mirian #MasterChefBR,"In this case it is that this girl is a hypermother, I believe that before the fame she ate bread with egg kkk"
5158,"PasmanterEPivaNoMaisVocê

Começa logo, porra. Chega de baboseira. 
#MaisVoce",You pig mysery  how much oil ,"It’s a good thing to do, it’s a good thing to do, it’s a good thing to do, it’s a good thing to do."
5159,#VideoShowAoVivo CIBELE É FODA ♥️,"Everything slugged the Jacquin's sardines #Ma""",#VideoShowAoVivo CIBELE is FODA ♥️
5160,"Cara fala sério,  vc é demais! #ConversaComBial",#MasterChefBR,"It’s hard to say, it’s hard to say, it’s hard to say, it’s hard to say, it’s hard to say, it’s hard to say."
5161,"Otaviano sempre lindo e arrasando nos looks, amoooo 
#VideoShowAoVivo",Congratulations leonardo and Myriam  #MasterChefBR,"It’s always beautiful and shining in the looks, amoooo #VideoShowAoVivo"
5162,Hoje quem sai do MasterChefBR ?? #MasterChefBR,I love the style of Manu #VideoShowAoVivo,Who goes out of MasterChefBR today? #MasterChefBR
5163,"#Encontro, poderia não ter fim esse programa de hoje...",The singer who wears white trousers and brusinha,It could not be the end of this program today.
5164,"#MasterChefBR melhor programa definitivamente tá doido, muita emoção.",If I am a fighter I already want my plate,"#MasterChefBR best program definitely goes crazy, a lot of excitement."
5165,"De olho no #VídeoShowAoVivo , com  e  !",Aaaaaaaaaaaah!! Porra  Almos,"Look at the #VideoshowAoVivo, with and!"
5166,Melhor programa ❤ #TheNoite,How can I bear looking at Leonardo without having the nice of,The Best Show #TheNoite
5167,#VideoShowAoVivo ESSA NOVELA TA UM TOMBAMENTO ♥️😍,Can I put the beer in the freezer to watch a sna,I'm looking forward to this movie ♥️♥️
5168,"#MasterChefBR eu ja choro com greys anatomy, minha conta bancaria, minha vida amorosa e agora com a eliminação do masterchef.",Today I only wanted this blouse of the arrazouu,"#MasterChefBR I already cry with greys anatomy, my bank account, my love life and now with the elimination of the masterchef."
5169,"Uma saudade chamada: Danilo de camisa cor de vinho/rosa, mangas dobradas e colete preto #TheNoite","How did you say ""Do you have a skin spot in","A miss called: Danilo shirt color wine/roze, twisted mangas and black collection #TheNoite"
5170,Eu escolhi ser cristão!  #ConversaComBial,The time of fun #DomingoLegalgal day #DomingoLegal,I chose to be a Christian! #ConversaComBial
5171,Engraçado ne mirian você ai quase saindo e o fabrizio la em cima no mezanino kjjjjjj #MasterChefBR,#THEHS WHICH LINDER THE THO,Funny ne mirian you ai almost out and the factory la up on the mezanino kjjjjj #MasterChefBR
5172,"Matéria da Marcelinha Monteiro 
Duas linda no #VideoShowAoVivo  e ","Now Myriam, only for God. The angry woman. #Ma","It’s a good thing to do, but it’s a good thing to do, it’s a good thing to do."
5173,Ana Maria de unicórnio no #MaisVoce tombei msmzkzmmsma,#masterchefbr Have you born the new finger of Vitor? #masterche,Ana Maria of Unicorn at #MaisVoce tombei msmzkzmmsma
5174,#MasterChefBR admiro a calma e a classe da ,I just saw the teams of today of #Masterchefbr,#MasterChefBR I admire the calm and class of
5175,"Muito estranho esse #Encontro
O tema de hoje é ""pessoas que não demonstram o que sentem"" 
Mas gente, devia se chamar Divã...",Maiara is fodaaaaaaaaa ela  #Maia,"The theme of today is ""People who don't demonstrate what they feel"" But people, should be called Divana..."
5176,#MasterChefBR uma pratada de maniçoba cairia muito bem agora. Devoraria fácil fácil.,#SENSATIONAL ConversationBial: The devil exists,#MasterChefBR a manicoba shell would fall very well now.
5177,Animadíssimo com Joca e Otaviano em #VideoShowAoVivo  arrasando adoro vocês na bancada do nosso Vídeo Show!!!!!! Parabéns,Do not take the VICTOR PELAMORDEDEUS #masterche,I'm very excited with Joca and Otaviano on #VideoShowAoLive shooting I love you on the plateau of our Video Show!!!!!!
5178,Serginho deve ser super carinhoso daqueles carentão meloso #AltasHoras,#I discover is wonderful but this program cannot s,Sergey must be super caring of those meloso lack #AltasHoras
5179,Sandy é mto plena né #encontro,Look at them again!! #MasterChefB,Sandy is mto full or #touch
5180,Ja que nao eh o leo que sai hoje espero que seja a mirian #MasterChefBR,The most beautiful outside  .. Adeus Crush,"I'm not sure what I'm going to do today, I'm sure it's Mirian #MasterChefBR."
5181,#MaisVocê porca miseria 😱 quanto óleo 😱😱,#TheNoite The Weekend is very important to play the role of the,How much oil you have 😍😍😍
5182,Tudo embolorada as sardinha do Jacquin #MasterChefBR,THE NOITE started with DANILO GENTILI #,Everything embolized the Jacquin's sardines #MasterChefBR
5183,Sardinhada 😂😂😂😂😂😂😂 #MasterChefBR,This pijama?please?,I think it’s a good thing to do.
5184,Primeira vez que vejo candidatos odiado pelo público. Parabéns leonardo e Miriam 👏🏻👏🏻 #MasterChefBR,"#thenoite showing what the leftist ""media"" tries to distort",First time I see candidates hated by the public. Congratulations Leonardo and Miriam 👍🏻👍🏻 #MasterChefBR
5185,"Amo o estilo da Manu
#VideoShowAoVivo",Lambes all fingers and then snake on the food!!,I love the style of Manu #VideoShowAoVivo
5186,"O cantor de calça branca e brusinha preta, podia imitar a Joelma dançado #Encontro","If I arrive at home early, I'll try to""","The singer in white socks and black brush, could imitate the danced Joelma #Meet"
5187,Se eu sou lutadora já quero meu prato bem cheio #MasterChefBR,Berro sksksk #VideoShowAoVideoVideo,If I am a fighter I want my dish already well full #MasterChefBR
5188,"Aaaaaaaah!! 
Porra  😢😢😢😢😢
Quase perdeu o dedo e se fu por causa deuma sardinha 😢😢 #MasterChefBR",Today is the day of #masterchefbr # #masterchefbr # #,Aaaaaaaah!! Porra lost his finger and flew because of a sardine <unk>🏻 #MasterChefBR
5189,#MasterChefBR Como vou suportar olhar pro Leonardo sem ter o lindo do Victor B ?,This year #milkeshake completes 92 years old.,#MasterChefBR How will I tolerate looking for Leonardo without having the beautiful of Victor B?
5190,Será que posso colocar a cerveja no freezer para assistir de camarote e tomando umas a saída da Miriam do #MasterChefBR ?,Curtindo #altashoras o cara de preto roubando a cena kkk,Can I put the beer in the freezer to watch the room and take some of the Miriam out of #MasterChefBR?
5191,Hoje eu so queria essa blusa do  arrazouuuu #VideoShowAoVivo,"That the two in the berlinda, one of the two will le",Today I just wanted this shirt from arrazouuuu #VideoShowAoVivo
5192,"#MasterChefBR no H&amp;H
 
Como o   falou ""Tá com raivinha no coração?""
Mudou muito seu humor, desde o inicio
🤔🤔🤔",#MasterchefBR,"#MasterChefBR at H&amp;H How did he say ""That with anger in the heart?"""
5193,Hora da diversão #DomingoLegal,"#ThreeYoung, when you like the interviewee a lot,",Time of fun #DomingoLegal
5194,QUE LINDEZA O THOMAS AAAAAA #AltasHoras,Many women saying that they were abused in child,What is the thomas AAAAAA #AltasHoras
5195,"Só eu que gosto do Leonardo? Agora a Miriam, só por Deus. Ô mulherzinha arrogante. #MasterChefBR",#new-day-life Namaria is de pijama? #new,"I just like Leonardo? now Miriam, only for God. #MasterChefBR"
5196,Já nasceu o novo dedo do Vitor? #masterchefbr,Today the #MaisVoce is talking about unicornises and I,Is the new finger of the Vitor already born? #masterchefbr
5197,"Acabei de ver os times de hoje do #Masterchefbr admito que me agradei, e não é só porque tá a Yuko","""And now there\'s that sting of Danilo"" hahahaha","I just watched today's teams of #Masterchefbr I admit I liked it, and it's not just because it's going to Yuko"
5198,"Maiara é fodaaaaaaa ela  😂😂😂😂  
#MaiaraeMaraisaNoBial 
#ConversaComBial","Michele will pass, amend #MasterChefBR","I'm not sure if I'm going to do it, I'm going to do it."
5199,"Bial: O Diabo existe, Padre?
Pe. Fábio: Existe! Existe e tem as suas filiais. 
#ConversaComBial SENSACIONAL","But if the mother agrees with this attitude, se","Bial: The Devil exists, Father? p. Fabio: exists! exists and has its filials. #ConversaComBial SENSACIONAL"
5200,"Não tirem o VICTOR
PELAMORDEDEUS
#masterchefBR",#ÉDeCasa Saudade do meu canino Toffe,Don't take the VICTOR PELAMORDEDEUS #masterchefBR
5201,#Encontro  a  é maravilhosa mas esse programa não dá pra engolir... #voltatvglobinho,#TheNoite,"It’s a good thing to do, but it’s not a good thing to do. #voltatvglobinho"
5202,Olha aí a  de novo!! #MasterChefBR,This bizarre voting poskjs #MasterChefBR,Look here again! #MasterChefBR
5203,O mais lindo saiu 😒💔 .. Adeus Crush ❤#MasterChefBR,"Today it is tem and I didn't buy or buy myo""",The most beautiful came out .. Goodbye Crush ❤#MasterChefBR
5204,É muito importante o papel da Praça no cenário da comédia... E a visão e empatia dessa pessoa maravilhosa que é o Carlos Alberto. #TheNoite,THE WORDS #Conversation ComBial,It is very important the role of the Square in the scene of the comedy... And the vision and empathy of this wonderful person that is Carlos Alberto.
5205,#thenoite  começou o THE NOITE COM DANILO GENTILI,H O J E É D I A D E M A S T E R C H E,The Night with Danilo Gentili
5206,#MaisVoce JÁ q está ná moda pedir coisas p/ os artistas e ganhar  me dá  Esse pijama?please?,It is not q the ice cream saved  #Master,"I think it’s a good thing to do, but it’s a good thing to do, it’s a good thing to do, it’s a good thing to do."
5207,"#thenoite mostrando o que a ""mídia"" esquerdista tenta distorcer parabéns  entrevista genial...",Yuko is a queen injustified #MasterChefBR,"#thenoite showing what the leftist ""media"" tries to distort congratulations genius interview..."
5208,Mas como esse Victor quer ser Masterchef?! Lambe todos os dedos e em seguida mete na comida!! #MasterChefBR,"I was sleeping, but even quit qnd I sa",But how does this Victor want to be Masterchef?!Lamb all the fingers and then put in the food!! #MasterChefBR
5209,"A  foi a única que seguiu o conselho do fogaça. Se eu chego de madrugada em casa, eu vou é misturar é tudo e comer. #MasterChefBr",#Encounter What a beautiful family. #Encounte,"If I arrive at home in the morning, I’m going to mix it all and eat it. #MasterChefBr"
5210, Berro sksksk #VideoShowAoVivo,"They don't get up .-. PQP #masterche""",by Berro sksksk #VideoShowAoVivo
5211,lembrando mais uma vez que hoje é dia de #masterchefbr,I lived singing her kkkkk #VideoShowA,Today is the day of #masterchefbr
5212,"Esse ano o #milkeshake completa 92 anos.🍨🍨🍨🍨🍧🍧🍧🍧

E eu não posso tomar. 😓😔😕😤😢😧😬😭

#MaisVoce",At the bottom of my third mind I wanted to be,This year the #milkeshake is 92 years old. And I can't take it.       #MaisVoce
5213,Curtindo #altashoras o cara de preto roubando a cena kkklk,The only good thing #Encontrol between them,Curting #altashoras the black guy stealing the kkklk scene
5214,"Carak, logo os dois na berlinda, um dos dois vão sair.  putz! Que saia então Victor B.  #MasterChefBR",The new way of doing this is to work is to work on,"Carak, soon the two in Berlin, one of the two will go out. putz! that goes out then Victor B. #MasterChefBR"
5215, eu ainda quero seu batom do programa passado! #MasterchefBR,The tables #JogodePanelas por favoooor! #mais,I still want your batom from the past program! #MasterchefBR
5216,"Porquê, quando a gente gosta muito do entrevistado o tempo passa muito rápido? #MaisVoce","All the breast warfare brasiiil's breasts, especial""","Why, when we like the interviewed so much, time passes so fast? #MaisVoce"
5217,"Programa #encontro hoje sobre o abuso infantil, várias mulheres falando que foram abusadas na infância, da uma dor no coração.",Blessed God. #MasterChefBR,"Today’s #touch program on child abuse, several women talking that they were abused in childhood, of a pain in the heart."
5218,"Namaria tá de pijama? 
#maisvoce",It spoke of real terror (the disarmament of the good people,Do you have a pyjama?
5219,Hoje o #MaisVoce tá falando sobre unicórnios e eu aqui loko pra pintar meu cabelo de azul logo!,"I like mt of the victor, but that is a food I li",Today the #MaisVoce is talking about unicorns and I am here loko to paint my blue hair soon!
5220,"""E agora tem aquele chato do Danilo"" hahahahahahahaha muito amor ❤   #TheNoite",TheNoite Charlie Hunnam has a Brazilian way of having th,"""And now you have that tired of Danilo"" hahahahahahahaha a lot of love ❤ #TheNoite"
5221,"A Michele vai passar, amem #MasterChefBR",In a world where #ConversaComBial starts earlier #,"Michele will pass, love #MasterChefBR"
5222,"Esse tal de Eduardo é muito escroto. Mas se a mãe concorda cm essa atitude, o machismo já começa dai. 

 #Encontro",#VisiteShowAoVivovovovovovovovovovovovo,"This tal of Eduardo is very scrotish. but if the mother agrees cm this attitude, the machism is already starting to give."
5223,"#ÉDeCasa
Saudade do meu canino Toffe",I am liking Nayane even. I am liking it!,Goodbye to my dog Toffe
5224,Se o Maluma é colombiano porque ele tá falando em inglês? #TheNoite,It is very nice to see the image of the mother today in,If Maluma is Colombian because he is speaking English? #TheNoite
5225,Que votação bizarra poskjs #MasterChefBR,I have not been aware of it #MasterChefBR?!,What a bizarre vote poskjs #MasterChefBR
5226,Hoje é tem   e eu não comprei nem miojo pra comer assistindo #MasterChefBR,From a good anthropological research. #Encounter,Today it’s there and I didn’t buy nor myjo to eat watching #MasterChefBR
5227,VIVER É MELHOR QUE SONHAR 🎶 A RAINHA #ConversaComBial,Leochato commenting on mezanino  Cara babaca #Master,Life is Better Than Dreaming The Queen #ConversaComBial
5228,H O J E É D I A D E M A S T E R C H E F B E B Ê #MasterChefBR,Ana Furtado is zero charisma #EDeCasa,H O J E is D I A D E M A S T E R C H E F B E B E #MasterChefBR
5229,E não é q o sorvete salvou 😁 #MasterChefBR,"Hello, I would like to have Fiuk's participation in""",And it’s not q the ice has saved 👍 #MasterChefBR
5230,A Yuko é rainha injustiçada  #MasterChefBR,Your feet are very beautiful #Encounter,Yuko is the unjust queen #MasterChefBR
5231,"Ia dormir, mas até desisti qnd vi o Padre Fábio de Melo no #ConversaComBial",The man is very sexist mds #Encontrol with peo,"I went to sleep, but I even gave up qnd I saw the Fabius Father of Melo at #ConversaComBial"
5232,Que família linda. #Encontro,#Encounter many children in the world goes far beyon,What a beautiful family. #Meet
5233,"Gente, como eu tenho uma ansia com esse Leo. ele não me desce .-. PQP #masterchefbr","I'm going to see #MasterChefBR. Pause in ""","People, as I have an anxiety with this Leo. he doesn't drop me.-. PQP #masterchefbr"
5234,"🎵 Suave então vem dar uma volta na nave 🎵
Saudades da música do MC Merlô, eu vivia cantando ela kkkkk
#VideoShowAoVivo","After, it sends to see with ""FLOR DA PELE ""...","✍ Soft then comes to turn on the ship ✍ Goodbye from the music of MC Merlô, I lived singing her kkkkk #VideoShowAoVivo"
5235,"No fundo do meu intimo eu queria estar enganada, vai Azul! #MasterChefBR",MYRIAL FAZENing TEATRO #MasterChefBR,"In the bottom of my intima I wanted to be deceived, go Blue! #MasterChefBR"
5236,"Redemption song, única coisa boa   #Encontro",#ConversationComBial,"Redemption song, the only good thing #Encounter"
5237,"Globo SP (13/05)
#SaiDeBaixo 11.1
#Caldeirão 13.2
#NovoMundo 20.1
#RockStory 23.7
#AForçaDoQuerer 27.3
#Zorra 21.0
#AltasHoras 14.4","The guy's daddy #MasterChefBR""",Globo SP (13/05) #SaiDeBaixo 11.1 #Caldeyron 13.2 #NovoMundo 20.1 #RockStory 23.7 #AForçaDoQuerer 27.3 #Zorra 21.0 #AltasHoras 14.4
5238,  volta com os quadros #JogodePanelas por favoooor!    #maisvoce,"What they did in #AnaMariaBraga of #MaisVoce, the",Back with the pictures #JogodePanelas by favoooor! #maisvoce
5239,"FELIZ dia das maes a todas as guerreiras mamaes do brasiiil em especial a minha #SophiaAbrahãoNoAltasHoras
#AltasHoras
#ÉOTchanNoAltasHoras",It is more mature than me kkkkk,Happy May Day to all the brasiiil mammals warriors especially my #SophiaAbrahãoNoAltasHoras #AltasHoras #EOTchanNoAltasHoras
5240,O  cortou o cabelo e conseguiu ficar mais bonito do que já era. BenzaDeus. #MasterChefBR,All great.,He cut his hair and managed to get more beautiful than he was. #MasterChefBR
5241,Hoje #TheNoite tá do terror! Falou do terror real (o desarmamento da população de bem diante de bandidos armados) e do ficcional (filme)..,I live to Fátima be beautiful with this look #Vide,He talked about real terror (the disarmament of the population of good in front of armed bandits) and the fictional (film)..
5242,"#masterchefbr aaaa mano
Gosto mt do victor, mas nessa ta foda",Maiara let my little bit talk too tá poxa #,"#masterchefbr aaaa hand I like mt of the victor, but in this your foda"
5243,"Charlie Hunnam tem um jeito brasileiro de ter as coisas..roubando😂😂😂
#TheNoite","I hate #I meet your doctor's schedule,""",Charlie Hunnam has a Brazilian way of having things..robbing😂😂😂 #TheNoite
5244,"gente, por um mundo onde o #ConversaComBial comece mais cedo","People who video recording with #AltasHours, why?","People, for a world where #ConversaComBial starts earlier"
5245,O meu banzo de Pai Herói ainda tá recente 😢😢😢. #VídeoShowAoVivo,"A child's charm: animated, beautiful and sy""",My father's brother's brother's brother's brother's brother's brother's brother's brother's brother's brother's brother
5246,#MasterChefBr AH NÃO! Não tem ninguém da equipe azul que eu abomino. Estou gostando até da Nayane. RESETA O PROGRAMA DE HOJE!,"Still crying with Douglas's output #MasterChefBR""",#MasterChefBr AH NO! there's no one in the blue team that I hate. I'm like even Nayane.
5247, Lindo ver a imagem da mãezinha hoje no #MaisVoce,Come gente RODRIGO SANTORO #Conversa comBial Ve,It's nice to see the picture of the mom today on #MaisVoce
5248,  TU NÃO TÁ ASSISTINDO #MasterChefBR?!?!?!,I take my plate I take a clause I clearly,You don’t assist #MasterChefBR?!
5249,Interessante analisar a perspectiva de quem é amante na relação. Da uma boa pesquisa antropológica.  #Encontro,Cristiano Araújo  #Conversation with the body,Interesting to analyze the perspective of who is a lover in the relationship. From a good anthropological research.
5250,"Tudo que eu não queria, o Leochato comentando do mezanino 😒
Cara babaca
#MasterChefBR",What personality hein! #meeting with the development of,"Everything I didn’t want, the Leochato commenting on the mezanino  Cara babaca #MasterChefBR"
5251,Genteee a Ana Furtado é zero carisma #EDeCasa,"I would have a younger guy, in the problems #",Genteee to Ana Furtado is zero charisma #EDeCasa
5252,Olá   gostaria da participação do Fiuk no #VideoShowAoVivo. Obrigada!,"#MasterchefBr It is not the day of leaving,",Hello I would like to participate in Fiuk on #VideoShowAoVivo.
5253, seus pés são muito lindos #Encontro,Discount on the 2 or 3 first Uber trips of $ 6,Your feet are very beautiful #Meet
5254,gente esse homem é muito machista mds #Encontro,Blue N can miss aid #MasterChefBR,People this man is very machista mds #Meet
5255,"Colocar muitos filhos no mundo vai muito além de ""eu quero, é meu sonho..."" #Encontro",#Meeting with the program today!!! #Encontrol with the program,"Placing a lot of children in the world goes far beyond “I want, it’s my dream...”"
5256,"Pausa na vida, vou ver #MasterChefBR","Sandy very wonderful, what beautiful music is waiting","Pause in life, I’ll see #MasterChefBR"
5257,"Ok! Depois, Manda ver com ""FLOR DA PELE ""...  Bora com a Melhor👌✌👌.#encontro",The study will start with the following: #ConversaCom,"Ok! then, Order to see with ""Flower of Skin..."" Bora with the Best<unk>✌<unk>."
5258,MIRIAM FAZENDO TEATRO #MasterChefBR,#VideoShowAoVideoWhat was this dancing,Miriam Making Theatre #MasterChefBR
5259,"Rodrigo Santoro, me fode!!!! #ConversaComBial",We shake at the base but feel warm! Beautiful! #,This is the first time I’m in the middle of my life.
5260,Vocês também não veem a hora de a Miriam sair? Arrogante do caralho #MasterChefBR,Father Fábio de Mello #Conversationcombial,You don’t see the time for Miriam to leave? #MasterChefBR Arrogant
5261,"Gente...o que fizeram na #AnaMariaBraga do #MaisVoce, a mulher está um espanto OU é lançamento da ""Barbie da terceira idade""",I waked up and started to get stuck,"People...what they did at #AnaMariaBraga of #MaisVoce, the woman is a surprise OR is the release of the ""Barbie of the Third Age"""
5262,Chocada com essas meninas no #encontro. Tem mais maturidade que eu kkkkk,Yuko cannot leave #MasterChefBR,Shock with these girls at #touch. has more maturity than I kkkkk
5263,Irmãs Galvão (As Galvão) no #Encontro. Sempre ótimas.,#MasterChefBR,I'm sure I'm going to get a lot of money and I'm going to get a lot of money.
5264,"#VideoShowAoVivo 
A Fátima estar  belíssima com este look",Victor B has been eliminated my God crush return here for,#VideoShowAoLive The Fatima Be Beautiful With This Look
5265,Maiara deixa meu bolinho falar também tá poxa #ConversaComBial, #AltasHours ,Mayara leaves my butter talk too that poxa #ConversaComBial
5266,"Tudo bem que às vezes é necessário lavar uma louça, mas só quando estou sozinho em casa .Odeio #Encontro",At least he will not run the risk of losing a finger,"All good that sometimes it is necessary to wash a foam, but only when I am alone at home."
5267,"Pessoas que gravam video com a #AltasHoras, por quê?",Godmelivre!!!!!! #MasterChefBR,"People who record video with #AltasHoras, why?"
5268,"Que fofura o Thomas, filhinho do  . Um encanto de criança: animado, lindo e simpático.
#AltasHoras", #DomingoLegal,"A child's charm: animated, beautiful and friendly. #AltasHoras"
5269,Ainda chorando com a saída do Douglas #MasterChefBR,Our #ConversationComBial ConversationComBial ConversationComB,Still crying with Douglas's #MasterChefBR
5270,Vem gente RODRIGO SANTORO #ConversaComBial,#Meeting Meeting Meeting Meeting Meeting Meeting,It’s a good idea for you to get to know what you want.
5271,"´Eu levo meu prato
Faço uma oração´

Claramente eu #masterchefBr",Hahaha #TheNoite,'I take my dish I make a prayer' Clearly I #masterchefBr
5272,Cristiano Araújo 💔💔💔 #ConversaComBial,Ooooo smart woman! #videoshowaov,Cristiano Araújo  #ConversaComBial
5273,Chocada com a desenvoltura da filha da Carolina Casting nesse programa. Que personalidade hein! #encontro,Temer imitates the mayor Dorico do Bem Amado #VideoShowA,"It’s a good idea for you to get a lot of money, but it’s a good idea for you to get a lot of money."
5274,"eu ficaria com um cara mais velho, no problems #Encontro",I love it!,"I'd be with an older guy, in the problems #Meet"
5275,"Não é o dia da   sair, ainda tem muito pra dar isso foi só um deslise! #MasterchefBr",Who will be next? #MasterChefB,"It's not the day of leaving, it's still a lot to give it was just a deslise! #MasterchefBr"
5276,"Desconto nas 2 ou 3 primeiras viagens de Uber de 6$, 10$ ou 14$ com o código a9ubncyque
#VideoShowAoVivo","It's beautiful! Emotional! #Meeting #Feli""","Discount on Uber’s first 2 or 3 trips of $6, $10 or $14 with the a9ubncyque code #VideoShowAoVivo"
5277,Azul n pode perder socorro  #MasterChefBR,Homão da porra!!! #MasterChefBR,Blue n may lose help #MasterChefBR
5278,Chorando demais com esse programa hoje!!! #Encontro,I would not be able to do scenes like that #,It’s too much to cry with this program today!!! #Encounter
5279,"Sandy muito maravilhosa, que música linda Me espera 😭 #Encontro",#meeting between this study and the change,"Sandy very wonderful, what beautiful music awaits me 😭 #Encounter"
