tweets_original,tweets_translater_face,polarity,polarityMultiClassifierTweetsOriginal,polarityMultiClassifierTweetsTraduzido
Que lindo o prato da Yuko #MasterChefBR,How beautiful is Yuko's dish #MasterChefBR,1.0,1.0,1.0
Mds a  fala arrastado. O botox não deixa ela mexer a boca direito.  #MaisVoce,Botox does not allow her to move her right mouth. #MaisVoce,-1.0,-1.0,-1.0
"Victor V. claramente perdido, ai meu pai #MasterChefBR","Victor V. clearly lost, to my father #MasterChefBR",-1.0,-1.0,-1.0
Fácil  a Paola cozinhando na maior tranquilidade já devia ter pensado na receita muito antes!!!! #MasterChefBR,Easy Paola cooking in the greatest tranquility should have already thought of the recipe long before!!!! #MasterChefBR,0.0,1.0,1.0
"#MasterChefBR  é o cara de uma palavra só: ""boa"" hahaha #TeamFernando","#MasterChefBR is the face of a single word: ""good"" hahaha #TeamFernando",1.0,1.0,1.0
Queria eu ter esse poder da poesia #encontro,I wanted to have that power of poetry.,1.0,0.0,0.0
 entrevistador que não corta o entrevistado 👏🏻👏🏻👏🏻 #ConversaComBial,I'm not sure if you're going to get a lot of money.,1.0,1.0,-1.0
"Faz patê de sardinha, galera 😂 #MasterChefBR","It makes sardines, gallery 😂 #MasterChefBR",0.0,0.0,0.0
terça-feira é uma dia bom por motivos de: masterchef + twitter = &lt;3 #MasterChefBR,Tuesday is a good day for reasons: masterchef + twitter = &lt;3 #MasterChefBR,1.0,1.0,1.0
Ai como eu amaria comer o podrão do Fogaça!  #MasterChefBR,Oh as I would love to eat the fool of the Fugaça! #MasterChefBR,1.0,1.0,1.0
Já estou aqui com minha cauda de sereia pra ver #MasterChefBR,I'm already here with my serry hole to see #MasterChefBR,0.0,0.0,0.0
Vai ser o Melhor episódio do #MasterChefBR se a Mirian sair!,It will be the best #MasterChefBR episode if Mirian leaves!,0.0,1.0,1.0
"Importante alertar sobre esses golpes da internet.  👏👏👏👏
 #Encontro",It is important to warn about these internet strikes. 👍🏻👍🏻 #Meeting,1.0,0.0,1.0
Prova chata da porra #MasterChefBR,The unpleasant test of the porra #MasterChefBR,-1.0,-1.0,-1.0
Vitor B não pode sair não #MasterChefBR,Vitor B cannot leave no #MasterChefBR,-1.0,-1.0,-1.0
"#MasterChefBR a eliminação de ontem foi injusta, aquele teatrinho nao colou nao!! #naproximasai","#MasterChefBR yesterday's elimination was unfair, that theater didn't colle no!! #naproximasai",-1.0,-1.0,-1.0
A YUKO É MUITO FOFA CARALHO VAI TOMAR NO CU #MasterChefBR,The YUKO is Awesome Father Will Take In The #MasterChefBR,1.0,1.0,1.0
"O  é dos nossos, fazendo macarrão com sardinha #MasterChefBR","What is our, making macarrons with sardines #MasterChefBR",1.0,0.0,0.0
#MasterChefBR peixe com crosta de comida de tartaruga kkkkkkkkk,#MasterChefBR fish with turtle food crosta kkkkkkk,-1.0,0.0,0.0
"Eu sou apaixonada pela Taís Araújo, que mulher maravilhosa. #MaisVoce","I'm in love with Taís Araújo, which wonderful woman. #MaisVoce",1.0,1.0,1.0
Tira esse homem daí! Ta errado #Encontro,Take this man out of it! your wrong #Encounter,-1.0,-1.0,-1.0
#VideoShowAoVivo as cenas da Ivana é tão 😔😭😭,I'm sure I'm sure I'm sure I'm sure I'm sure I'm sure I'm sure I'm sure I'm sure I'm sure.,-1.0,-1.0,1.0
"O Leornado só tem livro e zero de amor, e autoral, pela gastronomia! #MasterChefBR","The Leornado only has a book and zero of love, and authoral, for gastronomy! #MasterChefBR",-1.0,-1.0,-1.0
 e qndo vai rolar nosso #encontro,and qndo will roll our #touch,0.0,0.0,0.0
"Saiu, mas saiu ahazando. #MasterChefBR","He went out, but went out. #MasterChefBR",1.0,0.0,0.0
#VideoShowAoVivo  cadê o #Ota ...não abriremos não dele NÃO!,"You are here: Home » Video » We will not open, we will not open, we will not open!",-1.0,-1.0,0.0
Metia uma macarronada com essa sardinha em lata e tava feita a festa #MasterChefBR,I put a macarronate with this sardine in a shell and made the #MasterChefBR party,0.0,0.0,0.0
Padre Fabio de Melo melhor pessoa da vida 🙌🏻😍 #conversacomBial,Father Fabio de Melo is the best person of life #conversacomBial,1.0,1.0,1.0
#MasterChefBR QUERO SABER DO VITOR B MEU DEUS,#MasterChefBR I want to know of VITOR B my God,-1.0,0.0,0.0
Lá vem o Dr.  arrebentar no #ConversaComBial,There comes Dr. Arrebentar at #ConversaComBial,1.0,0.0,0.0
"Saiu dando close. Amooooo. Saindo por cima.
#MasterChefBR",I'm going to go out. #MasterChefBR,1.0,1.0,-1.0
"Mergulhe na arte, a arte faz o coração maior e melhor! #Encontro","Mergul in art, art makes the heart bigger and better!",1.0,1.0,1.0
EU TÔ MORRENDO COM O CACHORRO MORDENDO A PANTUFA DA ANA MARIA #MaisVoce,I'm killing you with the dog killing the pants of Anna Maria #MaisVoce,1.0,-1.0,-1.0
São pessoais meus...#videoshowaovivo,They are my personal... #videoshowaovivo,0.0,0.0,0.0
Pessimista ou otimista ? #Encontro,Pessimistic or optimistic?,0.0,-1.0,0.0
"Esse negócio de não conseguir demonstrar sentimentos sou mt eu, não consigo falar eu te amo pros meus pais e eu odeio isso. #Encontro","This business of not being able to demonstrate feelings is mt I, I can’t speak I love you for my parents and I hate it.",-1.0,-1.0,-1.0
PQP! Programa tá demais hoje! #TheNoite #APraçaÉNossa30Anos,It’s a big deal today! #TheNoite #AprasaENossa30Ans,1.0,1.0,1.0
To revoltada. Yuko e Vitor V na eliminação. NÃO PODERIA FICAR PIOR? #MasterChefBR,To revolt. Yuko and Vitor V in elimination. could not get worse? #MasterChefBR,-1.0,-1.0,-1.0
Essa #EquipeAzul tao SUPER desorganizada hoje #MasterChefBR,This #EquipeBlue Tao SUPER disorganized today #MasterChefBR,-1.0,-1.0,-1.0
"""não passa na nossa frente, que uma vai dar rasteira e a outra vai chutar"" 
KKKKKKKKKK CERTINHA #encontro","""It doesn't pass in front of us, that one will give rush and the other will fall"" KKKKKKKKKK CERTINHA #touch",1.0,0.0,0.0
Assistindo #MasterChefBR e aprendendo sobre comida fitness (não sei pra q) #ficayuko,Following #MasterChefBR and learning about fitness food (I don't know for q) #ficayuko,-1.0,0.0,0.0
"Foi muito engraçado mesmo a Taís Araújo no #MaisVocê, mas não entendo esse auê todo e adoração das pessoas por uma coisa tão normal dessas","It was very funny even to Taís Araújo on #MaisVê, but I don't understand that all of the auê and worship of people for a thing so normal of these",1.0,-1.0,-1.0
"To precisando que alguem veja meu mapa astral e fale ""agora vai"" #Encontro","To need someone to see my astral map and say ""now go"" #Meet",-1.0,0.0,0.0
✨odeio a miriam✨ #MasterChefBR,Goodbye to Miriam #MasterChefBR,-1.0,-1.0,-1.0
"Não basta ser Machista, tem que ser em rede Nacional e passar vergonha, tem que viver sozinho mesmo  #Encontro","It’s not enough to be a Machista, you have to be in the National Network and be ashamed, you have to live alone even.",-1.0,-1.0,-1.0
Mr Catra é do caralhooooooo #TheNoite,Mr. Catra is from caralhooooooo #TheNoite,1.0,-1.0,-1.0
Vídeo show me amorro #videoshowaovivo,Video show I am #videoshowaovivo,1.0,1.0,0.0
Perdi a entrevista do Augusto Cury ontem. 😔 #ConversaComBial,I lost August Cury's interview yesterday.  #ConversaComBial,-1.0,-1.0,-1.0
#MaisVoce a última do chef semnoción que foi o Marmitex gourmet foi um fiasco! Venha abobrinha gongada!,#MaisVoce the last of the chef semnoción that was the Marmitex gourmet was a fiasco!,-1.0,-1.0,-1.0
"Quando Lucero está no Brasil 

* Tudo é felicidade , tudo é alegria* 

#DomingoLegal","When Lucero is in Brazil * Everything is happiness, everything is joy* #DomingoLegal",1.0,1.0,1.0
"Caralho, #MasterChefBR, se fogão por indução fosse tão bom assim ñ se chamaria fogão, né, se chamaria induçãozão? 

Fogão tem que ter fogo!",If it was so good if it was so good if it was so good if it was so good if it was so good if it was so good if it was so good if it was so good if it was so good if it was so good if it was so good if it was so good if it was so good if it was so good.,-1.0,-1.0,1.0
O mundo espiritual nada mais é do que uma boa lembrança de um lugar ou um belo sonho que não queremos acordar...#MaisVoce,The spiritual world is nothing more than a good memory of a place or a beautiful dream we don’t want to wake up.,0.0,0.0,0.0
"#encontro
Irmãs Galvão me levou de volta ao sítio que morei , viagem nostálgica !!,😊😊","I'm going to see you, I'm going to see you, I'm going to see you, I'm going to see you.",1.0,1.0,1.0
Eu no lugar do Vitor me jogava no chão e fingia um ataque epiléptico #MasterChefBR,I instead of Vitor threw me to the ground and figured an epileptic attack #MasterChefBR,0.0,-1.0,-1.0
Gnt e esse filho do serginho 😍❤️😍❤️ q deliciaaaa #altashoras,I'm going to have a lot of money and I'm going to have a lot of money and I'm going to have a lot of money.,1.0,1.0,1.0
"""Borrifador você compra em lojas que vendem borrifador"" BRAGA, Ana Maria 
Aé?! Hahahaha #MaisVoce","""Borrifador you buy in stores that sell borrifador"" BRAGA, Ana Maria Aé?!",-1.0,0.0,0.0
#Encontro Fátima Bernardes não sabe o que é um fardo de arroz????????????,#Meet Fatima Bernardes doesn't know what a burden of rice is????????????,-1.0,-1.0,-1.0
Medo Bobo um hino atemporal #ConversaComBial,Fear Bobo a timeless hymn #ConversaComBial,1.0,1.0,1.0
Chorei #AltasHoras,I am crying #hightime,1.0,-1.0,-1.0
Maneiro o #TheNoite de hj com o Carlos Alberto no cenário da A praça é nossa.. 👏👏,"This is the first time I’m in the world, I’m in the world, I’m in the world.",1.0,1.0,1.0
Uma madrugada de insônia aproveitei para por em dia os programas do #ConversaComBial fico completamente encantado com a qualidade de tudo!,A morning of insomnia I took advantage of the #ConversaComBial programs for the day I am completely delighted with the quality of everything!,1.0,1.0,1.0
"""IXI, MARIA, AGORA QUE F****""

Paola Carosella resumindo minha vida em uma única frase! #MasterChefBR","“I’m, Mary, now that F****” Paola Carosella summarizes my life in one phrase! #MasterChefBR",1.0,-1.0,1.0
Não consigo aceitar a saída do Vitor B. 😢 #MasterChefBR,I can't accept the output of Vitor B. #MasterChefBR,-1.0,-1.0,-1.0
"Fátima tá maravilhosa
#VideoShowAoVivo",It’s a wonderful #VideoShow,1.0,1.0,1.0
Cada peça aqui em Alagoas...kkkkkkkk #VideoShowAoVivo,Every piece here in Alagoas...kkkkkkkk #VideoShowAoVivo,0.0,0.0,0.0
Olá  gostaria da participação do Fiuk no #AltasHoras. Obrigada!,Hello I would like to participate in Fiuk on #AltasHoras.,-1.0,0.0,0.0
O Filho do serginho dançando #éotchan a coisa mais linda #altashoras,The son of the sergent dancing #eotchan the most beautiful thing #altashoras,1.0,1.0,1.0
"Aff..... 33 filhos!!!!!!! ???????? Preciso de Gif,!!!!! #MisterCatra #TheNoite ","Aff..... 33 children!!!!!!!???????? I need Gif,!!!!! #MisterCatra #TheNoite",0.0,-1.0,-1.0
Tô assistindo e dançando é o tchan deitada 😂 #AltasHoras,Thou watching and dancing is the tchan lying 😂 #AltasHoras,1.0,0.0,-1.0
Eta Amazônia porreta! #MasterChefBR,It’s Amazonian! #MasterChefBR,0.0,-1.0,0.0
"Ser mãe não é facil e hoje podemos escolher ser ou não. Se tem duvida, melhor nao ser, pq é pra sempre e mta responsabilidade #AltasHoras","Being a mother is not easy and today we can choose to be or not. If you have doubts, better not be, pq is forever and mta responsibility #AltasHoras",0.0,0.0,0.0
que prato é esse do victor b? tintura de primeira série? #MasterChefBR,What is that of the victor b? first series tinture? #MasterChefBR,-1.0,0.0,0.0
 time azul ganha! #MasterChefBR,The blue team wins! #MasterChefBR,0.0,1.0,1.0
"A Fátima poderia participar da dança dos famosos, ia arrasar #VideoShowAoVivo","Fatima could participate in the dance of famous people, it would throw #VideoShowAoVivo",1.0,1.0,0.0
 maravilhosa com o  #VideoShowAoVivo,It’s great with the #VideoShowAoVivo,1.0,1.0,1.0
"#VideoShowAoVivo queria dar uma de louca igual  Cibele,e tacar fogo no forninho",It’s a good idea for you to get a lot of money and get a lot of money and get a lot of money.,0.0,-1.0,1.0
"Eu levo meu prato, faço uma oração... KKKKKK #MasterChefBR","I take my dish, I make a prayer... KKKKKK #MasterChefBR",0.0,0.0,0.0
"Ela ta cantando ao vivo porra,uma voz maravilhosa dessas...
#DomingoLegal","She's singing live porra, a wonderful voice of these... #DomingoLegal",1.0,1.0,1.0
esses lutadores do desafio de hoje são maravilhosos #MasterChefBR,These today’s challenge fighters are wonderful #MasterChefBR,1.0,1.0,1.0
AMEMMMMMMMMM ELE FICOU #MasterChefBR,AmemMMMMMMMME FICOU #MasterChefBR,1.0,1.0,1.0
Bora comprar alguns besteirols pra comer na hora do #MasterChefBR pra enganar a fome daquelas comidas deliciosas,Bora buy some besteirols to eat at the time of #MasterChefBR to fool the hunger of those delicious meals,1.0,1.0,1.0
TÔ AQUI CURTINDO O SHOW DA MELHOR CANTORA DO BRASIL #AltasHoras  #CaixinhadeMusicaDVDVanessadaMata,Here is the show of the best Brazilian singer #AltasHoras #CaixinhadeMusicaDVDVanessadaMata,1.0,1.0,1.0
"#MaisVoce , eu já tomei esse milkshake da Kombosa e não gostei. Principalmente do atendimento deles, muito ruim.","#MaisVoce, I’ve already taken this milkshake from Kombosa and I didn’t like it.",-1.0,-1.0,-1.0
O que é o  dançando no #TheNoite,What is dancing at #TheNoite,0.0,0.0,0.0
To chocada com a bomba que a Sônia Abrão mandou agora no #ATardeESua sobre o #MasterChefBR 😱😱😱,To shocked with the bomb that Sonia Abram has now sent on #ATardeESua on #MasterChefBR,-1.0,0.0,-1.0
 Quem mais está assistindo o programa aí? #ConversaComBial,Who else is watching the show there? #ConversaComBial,0.0,0.0,0.0
#masterchefbr Falo nada dessa propaganda mentirosa do  . Chega la é um sanduiche com gosto de isopor temperado com agua.,#masterchefbr I say nothing about this false propaganda of. Chega la is a sandwich with a taste of isopor tempered with water.,-1.0,-1.0,-1.0
"Mas eles parecem irmãos 😐
#Encontro",They look like brothers and sisters.,-1.0,-1.0,1.0
" Aooo moda apaixoanadaaa
#ConversaComBial.",Aooo fashion apaixanadaaa #ConversaComBial.,1.0,1.0,1.0
"Viu mãe, na canja o frango é desfiado, vi no  
#MasterChefBR","I saw my mother, the chicken in the exchange is defired, I saw on #MasterChefBR",0.0,0.0,-1.0
"""Acho que não e pra mim não!"" 😂😂😂😂😂😂😂 #DomingoLegal",“I think it’s not for me!” 😂😂😂😂😂😂😂,1.0,0.0,-1.0
"Um close é um close né more, adoro o Douglas #MasterChefBR","A close is a close nor more, I love Douglas #MasterChefBR",1.0,1.0,1.0
Ñ  AGUENTO ESSE OTAVIANO COSTA #VideoShowAoVivo,It’s a good idea for you to get to know what you’re doing.,-1.0,-1.0,1.0
#MasterChefBR começou! Hoje é dia de frango com batata doce.,#MasterChefBR started! today is chicken day with sweet potatoes.,0.0,0.0,1.0
Pqp hein #MasterChefBR,Pqp hein #MasterChefBR,-1.0,-1.0,-1.0
"Quero mais   no #maisvoce
Liguei aTV crendo q Ana Maria iria se redimir hj mesmo!!!",I want more on #maisvoce I called aTV believing q Ana Maria would be redimir hj even!!!,-1.0,0.0,0.0
que aflição !!!!!!!!!!!!!!!!!!!!!!! #MasterChefBR,What a sadness!!!!!!!!! #MasterChefBR,-1.0,-1.0,-1.0
"Que cara escroto, meu Deus. Amigo, para com esse micão tour em rede nacional, pelamordeDeus. Pro teu bem. #Encontro","My friend, go with this micon tour in national network, pelamordeDeus. Pro your good. #Meet",-1.0,-1.0,1.0
"Depois desse #MaisVoce de hoje, se nadar der certo, eu viro #meseira","After this #MaisVoice today, if swimming goes well, I’ll come #Meseira",0.0,0.0,1.0
"Nunca pensei que elas fosse tão divertidas, tô me acabando de rir aqui! Kkkkk
 #MaiaraeMaraisaNoBial #ConversaComBial ","I never thought they were so fun, I just laughed here!Kkkkk #MaiaraeMaraisaNoBial #ConversaComBial",1.0,1.0,1.0
YUKO OU VITOR B UM VAI SER ELIMINADO SOCORRO ME ACORDEM DESSE PESADELO #MasterChefBR,YUKO OR VITOR B A WILL BE ELIMINATED THAT HAPPEN ME FROM THE PESADLE #MasterChefBR,-1.0,-1.0,-1.0
Interessante esse prato hein #MasterChefBR,Interesting this dish hein #MasterChefBR,0.0,0.0,1.0
  estou assistindo #TheNoite  agr no,I'm watching #TheNoite agr no,0.0,0.0,-1.0
#MaisVocê Bom Dia Viviane Pasmanter Parabéns pelo trabalho!!!!!,#MaisHappy Day Viviane Pasmanter Congratulations for your work!!!,1.0,1.0,1.0
"#Encontro. Ele não lava louça porque é homem ele não lava porque não tem coragem assim como muitas mulheres não lava, porque não tem coragem",He does not wash crazy because he is a man he does not wash because he has no courage as many women do not wash because he has no courage,0.0,-1.0,-1.0
"#MaisVocê  Sigam o casal campeão do Power Couple da Record   
Casal Poderoso!",Follow the Power Couple Champion Couple of the Power Couple Record!,0.0,1.0,0.0
#Encontro é preciso falar sobre abuso sexual infantil! Um crime onde a vítima é muitas vezes julgada! #tabu,#Meet is to talk about child sexual abuse! a crime where the victim is often judged! #tabu,0.0,-1.0,-1.0
Eu tenho uma vontade de dar uma rasteira no Leonardo quando ele começa com aquela cara de cu dele #MasterChefBR,I have a desire to give a scratch to Leonardo when he starts with that guy of his #MasterChefBR,-1.0,-1.0,0.0
Se o Vitor sair eu choro/se o Vitor sair eu choro/se o Vitor sair eu choro /se o Vitor sair eu choro/ #MasterChefBR,If the Vitor goes out I'm crying / if the Vitor goes out I'm crying / if the Vitor goes out I'm crying / if the Vitor goes out I'm crying / if the Vitor goes out I'm crying / if the Vitor goes out I'm crying / if the Vitor goes out I'm crying / if the Vitor goes out I'm crying,-1.0,-1.0,-1.0
#Encontro.  Já vi este vídeo da Sheron. Lindo!,I’ve seen this video from Sheron.,1.0,1.0,0.0
"Eu faria três pratos. Porque um seria meu com toda certeza. 
#MasterChefBR",I’d make three dishes. because one would be mine. #MasterChefBR,0.0,0.0,0.0
Me descreveram kkkkk #Encontro,I am described by Kkkkk #Meet,0.0,0.0,0.0
Como assim todo mundo odeia Fabrizio? #MasterChefBR,How do people hate Fabrizio? #MasterChefBR,-1.0,-1.0,-1.0
VITOR SAIU DO MASTERCHEF SOCORRO NAO NAO NAO VITOR NAO ME LEVA MAS DEIXA ELE #MasterChefBR,VICTOR WITH THE MASTERCHEF WITH THE WITH THE WITH THE WITH THE WITH THE WITH THE WITH THE WITH THE WITH THE WITH THE WITH THE WITH THE,-1.0,-1.0,0.0
"Tentando ver #MasterchefBR no Home&amp;Health, mas o canal fica falhando...para variar!","Trying to see #MasterchefBR on Home&amp;Health, but the channel fails...to vary!",-1.0,-1.0,-1.0
Eu com uma lata de sardinha só sei fazer macarrão mesmo. Me julguem. #MasterChefBR,I’m with a pot of sardine only know how to make macarrone. judge me. #MasterChefBR,0.0,-1.0,-1.0
Infelizmente o cabelo natural não salva ninguém  #MasterChefBR,"Unfortunately, natural hair doesn’t save anyone #MasterChefBR",-1.0,-1.0,-1.0
Eu nem to acompanhando o programa e chorei aqui com o Vitor #MasterChefBR,I didn’t follow the program and I cried here with the Vitor #MasterChefBR,-1.0,-1.0,-1.0
"Namaria de pantufa e pijama,que inveja #MaisVocê","Pants and pyjamas, which envy you",1.0,-1.0,-1.0
Êeee Maluma 😏 #TheNoite,It’s a good time. #TheNoite,1.0,0.0,1.0
": ""Tô me sentindo meio abandonado aqui! Tá faltando uma pessoa!""
: 😂😂😂😂
#MasterChefBR",“You feel half abandoned here! there is a man missing!” : 😂😂😂😂 #MasterChefBR,0.0,-1.0,-1.0
 no  #VideoShowAoVivo o ibope  vai bombar! 😀,In the #VideoShowAoVivo the ibope will bomb! 😀,1.0,1.0,1.0
Ponto pra mim! Acertei que o menino de #TerraNostra era Nicolas Prattes! 👏👏👏 #VídeoShowAoVivo,I found out that the boy of #TerraNostra was Nicolas Prattes!,1.0,1.0,0.0
Melhor #Encontro ❤,The Best Meeting,1.0,1.0,1.0
Ameaçados pela sardinha no #MasterChefBR,Threatened by Sardinia at #MasterChefBR,0.0,-1.0,-1.0
Aiiiiii que lindos os catioros no #édecasa,Aiiiiii that beautiful the catiores in #Edecasa,1.0,1.0,1.0
Genteeeee 😭😭😭😭😭 chorando mt aq #Encontro #adoteumpequenotorcedor,Genteeeee <unk> <unk> <unk> <unk> crying mt aq #Meet #adteumpequenotorcedor,-1.0,-1.0,-1.0
Fiquei com pena do Victor B. #MasterChefBR,I'm sorry for Victor B. #MasterChefBR,-1.0,-1.0,-1.0
"Nunca assisto #masterchefbr junto com todo mundo, quando assisto, é pra ver meu favorito ir embora.  tô sofrendo, viu?","I never watch #masterchefbr along with everyone, when I watch, it's to see my favorite go away.",-1.0,-1.0,-1.0
A inveja do Leonardo zicou a prova toda bicho #MasterChefBR,Leonardo's jealousy tossed the test all bicho #MasterChefBR,-1.0,-1.0,-1.0
Ainda nao desceu o #MasterChefBR de hoje... sem o  não dá 😰😰,The #MasterChefBR has not gone down yet... without it can’t be.,-1.0,-1.0,-1.0
"Oi fatima, eu tenho mega dificuldade de falar com as pessoas o q nela ta m encomdando,e sofro mt com isso! #encontro","Oh fatima, I have mega difficulty talking to people the q in it ta m ordering, and I suffer mt with it!",-1.0,-1.0,-1.0
Eu acho que a Sophia devia ficar pra sempre no #VideoShowAoVivo,I think Sophia should stay forever on #VideoShowAoVivo,1.0,1.0,1.0
Vou comentar sobre o #MasterChefBR no tt SIM e quem n gostou me processa,I'm going to comment on #MasterChefBR on tt yes and who's liked me processes me,1.0,0.0,0.0
EU VOU CHORAAAAAR #DomingoLegal,I'm going to be #DomingoLegal,-1.0,-1.0,0.0
Ainda tô digerindo NaMaria de Unicórnio 🦄 e rabinho  #MaisVoce,I am still digesting NaMaria of Unicorn and rabbin #MaisVoce,-1.0,0.0,0.0
Aqui em Floripa é Chup Chup hahaha #VideoShowAoVivo,Here in Floripa is Chup Chup hahaha #VideoShowAoVivo,0.0,0.0,0.0
#VideoShowAoVivo um dia ainda vou dar uma de louca igual a Cibele,"I'm going to live one day, I'm going to give one crazy like Cybele",0.0,-1.0,0.0
time vermelho nem é gente #masterchefbr,The Red Time is Not People #masterchefbr,-1.0,-1.0,0.0
Linda sequência entre Nelson Xavier e Deborah Secco em #AFavorita! #VideoShowAoVivo,Beautiful sequence between Nelson Xavier and Deborah Secco in #AFavorita! #VideoShowAoVivo,1.0,1.0,1.0
"eu nem sei qual deles é melhor sair
#MasterChefBR",I don't know which of them is better out #MasterChefBR,-1.0,-1.0,0.0
 Hoje é o melhor #TheNoite do ano. Eu só acho q o Ceará deveria participar do papo. Mas não dar p reclamar de barriga cheia.,Today is the best #TheNoite of the year. I just think q the Ceará should participate in the pop. But don't give p complaint of full stomach.,1.0,1.0,1.0
"NÃO, NÃO E NÃO #MasterChefBR #teamvitorb #FicaVitorB","No, No and No #MasterChefBR #teamvitorb #FicaVitorB",-1.0,-1.0,-1.0
fernando foi o único que tomou uma cachaça de jambu e tá ali de boas #MasterChefBR,Fernando was the only one who took a jambu cache and went there of good #MasterChefBR,0.0,0.0,1.0
"Yuko eu não tô nem aí se vc odeia sardinha, faz um prato foda e se salve #MasterChefBR","Yuko I don't go even there if you hate sardines, make a foda dish and save yourself #MasterChefBR",-1.0,-1.0,-1.0
Olha o lindo do Nando Reis no #Encontro  ❤❤ #soufã #amomesmo #nandoreis,Look at the beautiful of Nando Reis at #Meet ❤❤ #Sofan #Happy Birthday #Nandoreis,1.0,1.0,1.0
#VideoShowAoVivo amo o video show,I love the video show,1.0,1.0,1.0
Aaaa eu adoraria vê  #VideoShowAoVivo . Uma pena. Tata passou bem ressente .,Aaaa I would love to see #VideoShowAoVivo. I'm sorry.,-1.0,-1.0,-1.0
MEU DEUS A ROUPA DA ANA MARIA #MaisVoce,My God the Clothes of Anna Maria #MaisVoce,-1.0,-1.0,1.0
"O Léo é o Leão Lobo do programa
#MasterChefBR",The Lion is the Wolf of the #MasterChefBR program,0.0,0.0,-1.0
Silvia ganhou! Cenão épico de Duas Caras! #videoshowaovivo,"It’s a good thing to do, but it’s a good thing to do, it’s a good thing to do.",-1.0,1.0,1.0
"Até a Ana Maria têm um desses 😢
#MaisVocê",And even Anna Maria has one of these.,-1.0,-1.0,0.0
"Drauzio Varella: não adianta só construir presídio. Precisa um novo por mês.
(Acho eu então pena de morte p/crime hediondo)
#ConversaComBial",Drauzio Varella: It is not useful just to build a prison. It needs a new one per month. (I think then death penalty p/crime hediondo) #ConversaComBial,0.0,-1.0,-1.0
Amei  dançando... e Irmãs Galvão dão show 🙏... exemplos a seguir! #Encontro,I love dancing... and Sisters Galvão give show 🙏... examples next! #Encounter,1.0,1.0,1.0
#thenoite  essa música é um tesão.,"Thenoite, this music is a tesson.",1.0,1.0,-1.0
"Minhas férias me permitiu ver Namaria vestida de unicórnio 
 #MaisVoce",My holidays allowed me to see Namaria dressed in unicorn #MaisVoce,0.0,1.0,1.0
"""Ela não fala!""
""Ela não deixa!"" 
kkkkkk TOMAAAA! Essas irmãs galvao causando no #encontro kkkk","""She doesn't talk!"" ""She doesn't leave!"" kkkkkk TOMAAAA! These sisters galvao causing in the #touch kkkk",1.0,0.0,0.0
Com Anitta e Maluma no #AltasHoras o programa foi parar no topo mundial dos assuntos mais comentados 69 vezes. Impressionante!!,With Anitta and Maluma at #AltasHoras the program was stoping in the world top of the top top top 69 times.,-1.0,1.0,1.0
"#AltasHoras Caraca, 84 primos legítimos. E eu achando q tava abafando com quase 30 ou 30 ou mais de 30... nem sei mais, parei de contar","And I find q tava fooling with almost 30 or 30 or more... I don’t know more, I stopped counting",0.0,-1.0,-1.0
Adoro essa música do marcos e belutti #Encontro,I love this music of the marks and belutti #Encontro,1.0,1.0,1.0
QUE COISA MAIS LINDA #MasterChefBR,What’s the best #MasterChefBR,1.0,1.0,1.0
Meu sonho é  e  no #TheNoite ahhahahah seria foda💙,My dream is and in #TheNoite ahhahahah would be foda<unk>,-1.0,1.0,1.0
Essa de hoje eu desenrolava fácil! #sardinhaemlata #MasterChefBR,This day I developed easy! #sardinhaemlata #MasterChefBR,0.0,0.0,1.0
#VideoShowAoVivo As pernas da Fátima são belíssimas 👏👏👏👏   ,The feet of Fatima are beautiful 🙏🏻🙏🏻,1.0,1.0,1.0
#MaisVoce NAO QUERO !,I don’t want to see!,-1.0,-1.0,-1.0
Ansiedade... programa de hoje é pra mim #ConversaComBial #DrAugustoCury,Anxiety... today’s program is for me #ConversaComBial #DrAugustoCury,1.0,1.0,0.0
Moqueca de tilápia tá uma coisa linda 😍😍 #MasterChefBR,It’s a beautiful thing 😍😍 #MasterChefBR,1.0,1.0,1.0
que linda a Paola cozinhando 😍 #MasterchefBR,How beautiful Paola cooking 😍 #MasterchefBR,1.0,1.0,1.0
Eu quero ser amigo dessa cara de preto na platéia. Alguém me passa o whats dele #AltasHoras,I want to be a friend of this black guy on the plateau. Someone passes me his whats #AltasHoras,1.0,0.0,0.0
#VideoShowAoVivo Não esquecem da piadoca do jocaaaaaa,#VideoShowAoVivo Don't Forget the Jocaaaaaa,0.0,0.0,0.0
Minha musa  ficando no #Encontro! Amo muito! 😍❤ #SandyNoEncontro,I love you! I love you! I love you! I love you! I love you!,1.0,1.0,1.0
"Sexta (12), as séries e Talk Show da GLOBO marcaram:

#OsDiasEramAssim 16.4
#ConversaComBial 7.5
#Homeland 6.7","Sixth (12), the GLOBO series and Talk Show marked: #OsDiasEramAssim 16.4 #ConversaComBial 7.5 #Homeland 6.7",0.0,0.0,0.0
" é a melhor pessoa do mundo. Depois de ontem no #MaisVoce, ela ainda manda mimos de chocolate e abóbora pra equipe.","She's the best person in the world. After yesterday at #MaisVoce, she's still sending chocolate mimos and boiling to the team.",1.0,1.0,1.0
